"date";"location";"value"
2020-04-17 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-04-17 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);1
2020-04-17 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-17 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-18 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-18 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);5
2020-04-18 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);2
2020-04-18 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);5
2020-04-18 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);7
2020-04-18 00:00:00;NSNP (oblasť Námestia SNP);0
2020-04-18 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);1
2020-04-18 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);1
2020-04-18 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-04-18 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-04-18 00:00:00;HURN (oblasť Hurbanovho námestia);2
2020-04-18 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);1
2020-04-18 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);1
2020-04-18 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);3
2020-04-18 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);3
2020-04-18 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);2
2020-04-18 00:00:00;RBNN (oblasť Rybného Námestia);2
2020-04-18 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-18 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-04-18 00:00:00;NSLO (oblasť parku Námestia Slobody);4
2020-04-19 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);1
2020-04-19 00:00:00;RBNN (oblasť Rybného Námestia);3
2020-04-19 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);0
2020-04-19 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);1
2020-04-19 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);2
2020-04-19 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-04-19 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);3
2020-04-19 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);0
2020-04-19 00:00:00;NSNP (oblasť Námestia SNP);0
2020-04-19 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-19 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);4
2020-04-19 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-19 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);1
2020-04-19 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);3
2020-04-19 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);0
2020-04-19 00:00:00;OBCH ( oblasť Obchodná ulica stred);2
2020-04-19 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);1
2020-04-19 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-04-19 00:00:00;NSLO (oblasť parku Námestia Slobody);0
2020-04-19 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);1
2020-04-20 00:00:00;OBCH ( oblasť Obchodná ulica stred);0
2020-04-20 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-04-20 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);0
2020-04-20 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);0
2020-04-20 00:00:00;HURN (oblasť Hurbanovho námestia);0
2020-04-20 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);0
2020-04-20 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-04-20 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);0
2020-04-20 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);1
2020-04-20 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);2
2020-04-20 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);2
2020-04-20 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-04-20 00:00:00;RBNN (oblasť Rybného Námestia);1
2020-04-20 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);0
2020-04-20 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);3
2020-04-20 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-04-20 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);2
2020-04-20 00:00:00;NSNP (oblasť Námestia SNP);5
2020-04-20 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);2
2020-04-20 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-04-21 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);1
2020-04-21 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);2
2020-04-21 00:00:00;RBNN (oblasť Rybného Námestia);2
2020-04-21 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-04-21 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-21 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);0
2020-04-21 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);4
2020-04-21 00:00:00;NSLO (oblasť parku Námestia Slobody);3
2020-04-21 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-21 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-04-21 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);2
2020-04-21 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);6
2020-04-21 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);8
2020-04-21 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);2
2020-04-21 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-04-21 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-04-21 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);1
2020-04-21 00:00:00;NSNP (oblasť Námestia SNP);3
2020-04-21 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);8
2020-04-21 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);3
2020-04-22 00:00:00;OBCH ( oblasť Obchodná ulica stred);2
2020-04-22 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);0
2020-04-22 00:00:00;RBNN (oblasť Rybného Námestia);2
2020-04-22 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);0
2020-04-22 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-04-22 00:00:00;HURN (oblasť Hurbanovho námestia);3
2020-04-22 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);0
2020-04-22 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);2
2020-04-22 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);0
2020-04-22 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);1
2020-04-22 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);0
2020-04-22 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-04-22 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);1
2020-04-22 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-22 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-04-22 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);6
2020-04-22 00:00:00;NSNP (oblasť Námestia SNP);1
2020-04-22 00:00:00;NSLO (oblasť parku Námestia Slobody);2
2020-04-22 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);2
2020-04-22 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-04-23 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);1
2020-04-23 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);3
2020-04-23 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-04-23 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-04-23 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);2
2020-04-23 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);2
2020-04-23 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);4
2020-04-23 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-04-23 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-23 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-04-23 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-04-23 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);3
2020-04-23 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);3
2020-04-23 00:00:00;RBNN (oblasť Rybného Námestia);4
2020-04-23 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);6
2020-04-23 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);2
2020-04-23 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);0
2020-04-23 00:00:00;NSLO (oblasť parku Námestia Slobody);2
2020-04-23 00:00:00;NSNP (oblasť Námestia SNP);2
2020-04-23 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-24 00:00:00;NSNP (oblasť Námestia SNP);4
2020-04-24 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-04-24 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);1
2020-04-24 00:00:00;HURN (oblasť Hurbanovho námestia);2
2020-04-24 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-04-24 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);5
2020-04-24 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);1
2020-04-24 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);2
2020-04-24 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);4
2020-04-24 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);4
2020-04-24 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);0
2020-04-24 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);6
2020-04-24 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);2
2020-04-24 00:00:00;RBNN (oblasť Rybného Námestia);0
2020-04-24 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);6
2020-04-24 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);0
2020-04-24 00:00:00;OBCH ( oblasť Obchodná ulica stred);2
2020-04-24 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-24 00:00:00;NSLO (oblasť parku Námestia Slobody);4
2020-04-24 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-04-25 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);4
2020-04-25 00:00:00;RBNN (oblasť Rybného Námestia);3
2020-04-25 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);5
2020-04-25 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);1
2020-04-25 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);2
2020-04-25 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);0
2020-04-25 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);5
2020-04-25 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-25 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);0
2020-04-25 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-04-25 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);0
2020-04-25 00:00:00;HURN (oblasť Hurbanovho námestia);4
2020-04-25 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-04-25 00:00:00;NSNP (oblasť Námestia SNP);1
2020-04-25 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-04-25 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);1
2020-04-25 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-04-25 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-04-25 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-04-25 00:00:00;NSLO (oblasť parku Námestia Slobody);2
2020-04-26 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-04-26 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);3
2020-04-26 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);3
2020-04-26 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);8
2020-04-26 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);1
2020-04-26 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);5
2020-04-26 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-26 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);1
2020-04-26 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);7
2020-04-26 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);2
2020-04-26 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-04-26 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);5
2020-04-26 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-04-26 00:00:00;RBNN (oblasť Rybného Námestia);3
2020-04-26 00:00:00;HURN (oblasť Hurbanovho námestia);0
2020-04-26 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);1
2020-04-26 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);1
2020-04-26 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);1
2020-04-26 00:00:00;NSLO (oblasť parku Námestia Slobody);0
2020-04-26 00:00:00;NSNP (oblasť Námestia SNP);1
2020-04-27 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);8
2020-04-27 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);1
2020-04-27 00:00:00;OBCH ( oblasť Obchodná ulica stred);1
2020-04-27 00:00:00;RBNN (oblasť Rybného Námestia);1
2020-04-27 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);3
2020-04-27 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);3
2020-04-27 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);7
2020-04-27 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);1
2020-04-27 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);2
2020-04-27 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);3
2020-04-27 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);6
2020-04-27 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-04-27 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-04-27 00:00:00;NSLO (oblasť parku Námestia Slobody);2
2020-04-27 00:00:00;KNPM (oblasť Jedlíkovej ulice);0
2020-04-27 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-27 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);1
2020-04-27 00:00:00;NSNP (oblasť Námestia SNP);2
2020-04-27 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);1
2020-04-27 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);4
2020-04-28 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);6
2020-04-28 00:00:00;RBNN (oblasť Rybného Námestia);4
2020-04-28 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);2
2020-04-28 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);2
2020-04-28 00:00:00;OBCH ( oblasť Obchodná ulica stred);3
2020-04-28 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);2
2020-04-28 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);3
2020-04-28 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-04-28 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-04-28 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);3
2020-04-28 00:00:00;NSNP (oblasť Námestia SNP);4
2020-04-28 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);2
2020-04-28 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);3
2020-04-28 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);9
2020-04-28 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);3
2020-04-28 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-04-28 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);2
2020-04-28 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);4
2020-04-28 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);1
2020-04-28 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);0
2020-04-29 00:00:00;KNPM (oblasť Jedlíkovej ulice);2
2020-04-29 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);0
2020-04-29 00:00:00;RBNN (oblasť Rybného Námestia);2
2020-04-29 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);1
2020-04-29 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);0
2020-04-29 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);1
2020-04-29 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);2
2020-04-29 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);1
2020-04-29 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);3
2020-04-29 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);4
2020-04-29 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);2
2020-04-29 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);0
2020-04-29 00:00:00;NSNP (oblasť Námestia SNP);1
2020-04-29 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-04-29 00:00:00;NSLO (oblasť parku Námestia Slobody);1
2020-04-29 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);1
2020-04-29 00:00:00;OBCH ( oblasť Obchodná ulica stred);2
2020-04-29 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);4
2020-04-29 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);2
2020-04-29 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);0
2020-04-30 00:00:00;NLST (oblasť Námestia Ľudovíta Štúra);6
2020-04-30 00:00:00;SAFK (oblasť Šafárikovho Námestia pri UK);6
2020-04-30 00:00:00;PAMV (oblasť Pamätníka Víťazstva a pred SND);8
2020-04-30 00:00:00;OBCH ( oblasť Obchodná ulica stred);0
2020-04-30 00:00:00;VNTU (oblasť križovania ulíc Ventúrska-Michalská-Sedlárska);6
2020-04-30 00:00:00;HVZN (oblasť Hviezdoslavovho Námestia v okolí ambasády USA);5
2020-04-30 00:00:00;RIGL (oblasť Rigeleho a Rázusovho Nábrežia);3
2020-04-30 00:00:00;NSNP (oblasť Námestia SNP);0
2020-04-30 00:00:00;KLOB (oblasť Klobučníckej a Námestia SNP pred Starou Tržnicou);10
2020-04-30 00:00:00;HLVN (oblasť Hlavného Námestia, Františkánskeho Námestia a Starej Radnice);0
2020-04-30 00:00:00;KNPM (oblasť Jedlíkovej ulice);1
2020-04-30 00:00:00;POST (oblasť križovania ulíc Poštová - Obchodná);3
2020-04-30 00:00:00;ZMCK (oblasť rohu Židovskej a Kapucínskej ulice);2
2020-04-30 00:00:00;HURN (oblasť Hurbanovho námestia);1
2020-04-30 00:00:00;OSPR (oblasť  Osobného prístavu a pred SNM);4
2020-04-30 00:00:00;KOLN (oblasť spodnej časti Kollárovho námestia);3
2020-04-30 00:00:00;ZIDO (oblasť Židovskej ulice pri dobrom pastierovi);1
2020-04-30 00:00:00;RBNN (oblasť Rybného Námestia);2
2020-04-30 00:00:00;FJNN (oblasť Fajnorovho Nábrežia pred SPŠS);2
2020-04-30 00:00:00;NSLO (oblasť parku Námestia Slobody);6
